wosarticle__ti	wosarticle__py	docauthinst__AU	wosarticle__doc	wosarticle__di	relevance_netrelevant
Design of a vibration isolation system using eddy current damper	2014	"Paul, P; <br>Ingale, C; <br>Bhattacharya, B"	"<a href=""/scoping/document/47/808757"">808757</a>"	http://dx.doi.org/10.1177/0954406213489408	0
Low-carbon-oriented dynamic optimization of residential energy pricing in China	2014	"He, YX; <br>Liu, YY; <br>Wang, JH; <br>Xia, T; <br>Zhao, YS"	"<a href=""/scoping/document/47/808766"">808766</a>"	http://dx.doi.org/10.1016/j.energy.2014.01.051	0
SAVING ENERGY THROUGH BETTER INFORMATION: A NEW ENERGY PARADIGM?	2014	"Bernstein, M; <br>Collins, M"	"<a href=""/scoping/document/47/808770"">808770</a>"	http://dx.doi.org/10.1111/j.1465-7287.2012.00330.x	0
Integrating Home Energy Simulation and Dynamic Electricity Price for Demand Response Study	2014	"Li, SH; <br>Zhang, D; <br>Roget, AB; <br>O'Neill, Z"	"<a href=""/scoping/document/47/808791"">808791</a>"	http://dx.doi.org/10.1109/TSG.2013.2279110	0
Exploring Demand Flexibility in Heterogeneous Aggregators: An LMP-Based Pricing Scheme	2014	"Wu, CY; <br>Shi, YY; <br>Kar, S"	"<a href=""/scoping/document/47/808798"">808798</a>"	http://dx.doi.org/10.1145/2544375.2544377	0
Dynamic Demand Response Controller Based on Real-Time Retail Price for Residential Buildings	2014	"Yoon, JH; <br>Baldick, R; <br>Novoselac, A"	"<a href=""/scoping/document/47/808828"">808828</a>"	http://dx.doi.org/10.1109/TSG.2013.2264970	0
Predictive Electricity Cost Minimization Through Energy Buffering in Data Centers	2014	"Yao, JG; <br>Liu, X; <br>Zhang, C"	"<a href=""/scoping/document/47/808831"">808831</a>"	http://dx.doi.org/10.1109/TSG.2013.2274525	0
On the Discourse of Energy as Material: Future Feedback Technologies and Directions for Experiencing Energy	2014	"Rieur, E; <br>Alahmad, M"	"<a href=""/scoping/document/47/808846"">808846</a>"	http://dx.doi.org/10.1109/TII.2013.2245909	0
Smart error-control strategy for low-power communication in wireless networked control system	2014	"Singh, J; <br>Pesch, D"	"<a href=""/scoping/document/47/808857"">808857</a>"	http://dx.doi.org/10.1007/s11235-013-9779-x	0
Inducing [sub]conscious energy behaviour through visually displayed energy information: A case study in university accommodation	2014	"Chiang, T; <br>Mevlevioglu, G; <br>Natarajan, S; <br>Padget, J; <br>Walker, I"	"<a href=""/scoping/document/47/808870"">808870</a>"	http://dx.doi.org/10.1016/j.enbuild.2013.10.035	1
A review of electricity product differentiation	2014	"Woo, CK; <br>Sreedharan, P; <br>Hargreaves, J; <br>Kahrl, F; <br>Wang, J; <br>Horowitz, I"	"<a href=""/scoping/document/47/808887"">808887</a>"	http://dx.doi.org/10.1016/j.apenergy.2013.09.070	0
Regulated price reforms and unregulated substitutes: the case of residential piped gas in Argentina	2014	Casarin, AA	"<a href=""/scoping/document/47/808901"">808901</a>"	http://dx.doi.org/10.1007/s11149-013-9228-5	0
Fair cost distribution among smart homes with microgrid	2014	"Papageorgiou, L.G.; <br>Zhang, D.; <br>Liu, S.; <br>Papageorgiou, L.G."	"<a href=""/scoping/document/47/809861"">809861</a>"	http://dx.doi.org/10.1016/j.enconman.2014.01.012	0
Analysis of dynamic retail electricity rates and domestic demand response programs	2014	"Kirschen, D.S.; <br>Vanderkley, T.S.; <br>Negash, A.I.; <br>Kirschen, D.S."	"<a href=""/scoping/document/47/809880"">809880</a>"	http://dx.doi.org/10.1109/SusTech.2014.7046239	0
Doing the laundry with agents: A field trial of a future smart energy system in the home	2014	"Jennings, N.R.; <br>Costanza, E.; <br>Fischer, J.E.; <br>Colley, J.A.; <br>Rodden, T.; <br>Ramchurn, S.D.; <br>Jennings, N.R."	"<a href=""/scoping/document/47/809884"">809884</a>"	http://dx.doi.org/10.1145/2556288.2557167	1
Developing smart and real-time demand response mechanism for residential energy consumers	2014	"Zhang, D.; <br>Li, S.; <br>Zhang, D."	"<a href=""/scoping/document/47/809886"">809886</a>"	http://dx.doi.org/10.1109/PSC.2014.6808101	0
Direct load control for electricity market risk management via risk-limiting dynamic contracts	2014	"Tomlin, C.J.; <br>Yang, I.; <br>Callaway, D.S.; <br>Tomlin, C.J."	"<a href=""/scoping/document/47/809887"">809887</a>"	http://dx.doi.org/10.1109/ALLERTON.2014.7028572	0
A new energy efficiency management and control strategy of grid-friendly-based intelligent electricity	2014	"Cao, Y.; <br>Xie, W.; <br>Pan, B.; <br>Li, Y.; <br>Li, S.; <br>Cao, Y."	"<a href=""/scoping/document/47/809901"">809901</a>"	http://dx.doi.org/10.1109/POWERCON.2014.6994001	0
The effects of critical peak pricing for electricity demand management on home-based trip generation	2014	"Doi, K.; <br>Kii, M.; <br>Sakamoto, K.; <br>Hangai, Y.; <br>Doi, K."	"<a href=""/scoping/document/47/809910"">809910</a>"	http://dx.doi.org/10.1016/j.iatssr.2013.12.001	1
A study on load control method for home energy management system (H-EMS) considering the human comfort	2014	"Kim, K.-H.; <br>Jeon, J.-P.; <br>Kim, K.-H."	"<a href=""/scoping/document/47/809914"">809914</a>"	http://dx.doi.org/10.5370/KIEE.2014.63.8.1025	0
Experimental evaluation of an HVAC system under dynamic pricing with comfort constraints	2014	"Verikoukis, C.; <br>Serra, J.; <br>Pubill, D.; <br>Vázquez, M.A.; <br>Verikoukis, C."	"<a href=""/scoping/document/47/809921"">809921</a>"	http://dx.doi.org/10.1109/ISGT.2014.6816381	0
Home load and solar power management under real-time prices	2014	"Abedi, M.; <br>Sadat Kiaee, S.M.; <br>Gharehpetian, G.B.; <br>Hosseinian, S.H.; <br>Abedi, M."	"<a href=""/scoping/document/47/809925"">809925</a>"	http://dx.doi.org/10.1109/EEEIC.2014.6835827	0
Efficiency improving of time of use tariffs for residential customer to create more valuable demand response resource	2014	"Michalski, A.; <br>Andruszkiewicz, J.; <br>Lorenc, J.; <br>Michalski, A."	"<a href=""/scoping/document/47/809927"">809927</a>"	http://dx.doi.org/10.1109/EEM.2014.6861279	0
Smart metering applications	2014	"Chandima, D.P.; <br>Weranga, K.; <br>Kumarawadu, S.; <br>Chandima, D.P."	"<a href=""/scoping/document/47/809932"">809932</a>"	http://dx.doi.org/10.1007/978-981-4451-82-6_6	0
Optimal load control method for solar-powered house with energy storage system	2014	"Kim, K.-H.; <br>Jeon, J.-P.; <br>Kim, K.-H."	"<a href=""/scoping/document/47/809939"">809939</a>"	http://dx.doi.org/10.5370/KIEE.2014.63.5.644	0
Managing electrical energy storage systems and shiftable loads with an innovative approach in energy districts	2014	"Zizzo, G.; <br>Graditi, G.; <br>Sanseverino, E.R.; <br>Di Silvestre, M.L.; <br>Gallea, R.; <br>Zizzo, G."	"<a href=""/scoping/document/47/809962"">809962</a>"	http://dx.doi.org/10.1109/SPEEDAM.2014.6872125	0
A residential load scheduling approach based on load behavior analysis	2014	"Liu, Y.; <br>Chen, S.; <br>Gao, F.; <br>Guan, X.; <br>Liu, T.; <br>Che, Y.; <br>Liu, Y."	"<a href=""/scoping/document/47/809989"">809989</a>"	http://dx.doi.org/10.1109/CoASE.2014.6899441	0
Impact of electric vehicle V2G operation and demand response strategies for smart households	2014	"Catalão, J.P.S.; <br>Erdinc, O.; <br>Mendes, T.D.P.; <br>Catalão, J.P.S."	"<a href=""/scoping/document/47/810010"">810010</a>"		0
A probability theory based price determination framework for utility companies in an oligopolistic energy market	2014	"Pedram, M.; <br>Cui, T.; <br>Wang, Y.; <br>Lin, X.; <br>Nazarian, S.; <br>Pedram, M."	"<a href=""/scoping/document/47/810033"">810033</a>"	http://dx.doi.org/10.1109/GREENTECH.2014.11	0
A game theoretical approach to modeling energy consumption with consumer preference	2014	"Zheng, Q.P.; <br>Bai, L.; <br>Xu, G.; <br>Zheng, Q.P."	"<a href=""/scoping/document/47/810043"">810043</a>"	http://dx.doi.org/10.1109/PESGM.2014.6938898	0
A simple operation strategy of battery storage systems under dynamic electricity pricing: An Italian case study for a medium-scale public facility	2014	"Milazzo, F.; <br>Telaretti, E.; <br>Dusonchet, L.; <br>Massaro, F.; <br>Mineo, L.; <br>Pecoraro, G.; <br>Milazzo, F."	"<a href=""/scoping/document/47/810044"">810044</a>"	http://dx.doi.org/10.1049/cp.2014.0842	0
Modeling price elasticity of electricity demand using AIDS	2014	"Yu, R.; <br>Yang, W.; <br>Bao, X.; <br>Yu, R."	"<a href=""/scoping/document/47/810051"">810051</a>"	http://dx.doi.org/10.1109/ISGT.2014.6816392	0
Designing pricing strategies for coordination of networked distributed energy resources	2014	"Domínguez-García, A.D.; <br>Gharesifard, B.; <br>Basar, T.; <br>Domínguez-García, A.D."	"<a href=""/scoping/document/47/810058"">810058</a>"		0
Home energy displays: Consumer adoption and response	2014	"Sachs, O.; <br>LaMarche, J.; <br>Cheney, K.; <br>Akers, C.; <br>Roth, K.; <br>Sachs, O."	"<a href=""/scoping/document/47/810083"">810083</a>"		1
Feasibility and potential of thermal demand side management in residential buildings considering different developments in the energy market	2014	"Müller, D.; <br>Wolisz, H.; <br>Punkenburg, C.; <br>Streblow, R.; <br>Müller, D."	"<a href=""/scoping/document/47/810099"">810099</a>"		0
Patterns of electric vehicle charging with time of use rates: Case studies in California and Portland	2014	"Ton, D.; <br>Biviji, M.; <br>Uçkun, C.; <br>Bassett, G.; <br>Wang, J.; <br>Ton, D."	"<a href=""/scoping/document/47/810154"">810154</a>"	http://dx.doi.org/10.1109/ISGT.2014.6816454	0
e-Energy 2014 - Proceedings of the 5th ACM International Conference on Future Energy Systems	2014	None	"<a href=""/scoping/document/47/810300"">810300</a>"		0
Modeling demand response using utility theory and model predictive control	2014	"Evans, G.; <br>Khadgi, P.; <br>Bai, L.; <br>Evans, G."	"<a href=""/scoping/document/47/810369"">810369</a>"		0
Optical inter-data-center network design under resilience requirements and dynamic electricity pricing	2014	"Kantarci, B.; <br>Mouftah, H.T.; <br>Kantarci, B."	"<a href=""/scoping/document/47/810531"">810531</a>"	http://dx.doi.org/10.1109/ICTON.2014.6876388	0
Agent-based simulation of home energy management system in residential demand response	2014	"Paranjape, R.; <br>Wang, Z.; <br>Paranjape, R."	"<a href=""/scoping/document/47/810535"">810535</a>"	http://dx.doi.org/10.1109/CCECE.2014.6901159	0
Residential transactive control demonstration	2014	"Somani, A.; <br>Widergren, S.; <br>Fuller, J.; <br>Marinovici, C.; <br>Somani, A."	"<a href=""/scoping/document/47/810538"">810538</a>"	http://dx.doi.org/10.1109/ISGT.2014.6816405	0
Manufacturing scheduling for energy cost reduction in a smart grid scenario	2014	"Sutherland, J.W.; <br>Zhang, H.; <br>Zhao, F.; <br>Sutherland, J.W."	"<a href=""/scoping/document/47/810573"">810573</a>"	http://dx.doi.org/10.1115/MSEC2014-3926	0
Autonomous Appliance Scheduling for Household Energy Management	2014	"Adika, CO; <br>Wang, LF"	"<a href=""/scoping/document/47/810620"">810620</a>"	http://dx.doi.org/10.1109/TSG.2013.2271427	0
Economic impacts of small-scale own generating and storage units, and electric vehicles under different demand response strategies for smart households	2014	Erdinc, O	"<a href=""/scoping/document/47/810621"">810621</a>"	http://dx.doi.org/10.1016/j.apenergy.2014.04.010	0
Game Theory Controller for Hybrid Electric Vehicles	2014	"Dextreit, C; <br>Kolmanovsky, IV"	"<a href=""/scoping/document/47/810626"">810626</a>"	http://dx.doi.org/10.1109/TCST.2013.2254597	0
Differential Game-Theoretic Analysis on Information Availability in Decentralized Demand-Side Energy Management Systems	2014	"Arai, R; <br>Yamamoto, K; <br>Nishio, T; <br>Morikura, M"	"<a href=""/scoping/document/47/810627"">810627</a>"	http://dx.doi.org/10.1587/transcom.E97.B.1817	0
Battery Energy Storage Sizing When Time of Use Pricing Is Applied	2014	"Carpinelli, G; <br>Khormali, S; <br>Mottola, F; <br>Proto, D"	"<a href=""/scoping/document/47/810628"">810628</a>"	http://dx.doi.org/10.1155/2014/906284	0
Two-stage combinatory planning method for efficient wind power integration in smart distribution systems considering uncertainties	2014	"Zeng, M.; <br>Zeng, B.; <br>Zhang, J.; <br>Ouyang, S.; <br>Yang, X.; <br>Dong, J.; <br>Zeng, M."	"<a href=""/scoping/document/47/810660"">810660</a>"	http://dx.doi.org/10.1080/15325008.2014.913735	0
Modeling and optimal scheduling of residential controllable load with TOU price	2014	"Li, Y.; <br>Zhou, L.; <br>Li, Y."	"<a href=""/scoping/document/47/810662"">810662</a>"	http://dx.doi.org/10.1109/APPEEC.2014.7065994	0
Understanding dynamic pricing for parking in Los Angeles: Survey and ethnographic results	2014	"Zoeter, O.; <br>Glasnapp, J.; <br>Du, H.; <br>Dance, C.; <br>Clinchant, S.; <br>Pudlin, A.; <br>Mitchell, D.; <br>Zoeter, O."	"<a href=""/scoping/document/47/810664"">810664</a>"	http://dx.doi.org/10.1007/978-3-319-07293-7_31	0
Smart grids: The regulatory challenges	2014	"Hills, P.; <br>Mah, D.; <br>Leung, K.P.-Y.; <br>Hills, P."	"<a href=""/scoping/document/47/810666"">810666</a>"	http://dx.doi.org/10.1007/978-1-4471-6281-0_7	0
DIRECTOR: A distributed communication transport manager for the Smart Grid	2014	"Sooriyabandara, M.; <br>Wilcox, J.; <br>Kaleshi, D.; <br>Sooriyabandara, M."	"<a href=""/scoping/document/47/810668"">810668</a>"	http://dx.doi.org/10.1109/ICC.2014.6883984	0
Cost optimization with solar and conventional energy production, energy storage, and real time pricing	2014	"Brecha, R.J.; <br>Raziei, A.; <br>Hallinan, K.P.; <br>Brecha, R.J."	"<a href=""/scoping/document/47/810670"">810670</a>"	http://dx.doi.org/10.1109/ISGT.2014.6816474	0
Energy management and control of electric vehicle charging stations	2014	"Zheng, H.; <br>Li, S.; <br>Bao, K.; <br>Fu, X.; <br>Zheng, H."	"<a href=""/scoping/document/47/810674"">810674</a>"	http://dx.doi.org/10.1080/15325008.2013.837120	0
Power sensor applications in a load management network for a residential microgrid	2014	"Jansson, P.M.; <br>Diefenderfer, P.; <br>Jansson, P.M."	"<a href=""/scoping/document/47/810687"">810687</a>"	http://dx.doi.org/10.1109/SAS.2014.6798933	0
20th Americas Conference on Information Systems, AMCIS 2014	2014	None	"<a href=""/scoping/document/47/810718"">810718</a>"		0
Evaluation of voluntary residential demand response in smart grids	2014	"Chen, W.-P.; <br>Barijough, S.M.; <br>Chen, W.-P."	"<a href=""/scoping/document/47/810725"">810725</a>"	http://dx.doi.org/10.1109/IGBSG.2014.6835283	0
The efficiency of pricing mechanism on tariff structure in Thailand	2014	Teetong, R.	"<a href=""/scoping/document/47/818401"">818401</a>"		0
Effective consumption scheduling for demand-side management in the smart grid using non-uniform participation rate	2013	"Aberer, K.; <br>Wijaya, T.K.; <br>Papaioannou, T.G.; <br>Liu, X.; <br>Aberer, K."	"<a href=""/scoping/document/47/116206"">116206</a>"	http://dx.doi.org/10.1109/SustainIT.2013.6685188	0
The influences of financial and non-financial factors on energy-saving behaviour: A field experiment in Japan	2013	"Mizobuchi, K; <br>Takeuchi, K"	"<a href=""/scoping/document/47/121236"">121236</a>"	http://dx.doi.org/10.1016/j.enpol.2013.08.064	1
Reducing energy consumption in low income public housing: Interviewing residents about energy behaviors	2013	"Langevin, J; <br>Gurian, PL; <br>Wen, J"	"<a href=""/scoping/document/47/185318"">185318</a>"	http://dx.doi.org/10.1016/j.apenergy.2012.07.003	0
Attitudes towards and perceptions of eco-driving and the role of feedback systems	2013	"Harvey, J; <br>Thorpe, N; <br>Fairchild, R"	"<a href=""/scoping/document/47/199279"">199279</a>"	http://dx.doi.org/10.1080/00140139.2012.751460	0
MOTIVATING ENERGY-EFFICIENT BEHAVIOR WITH GREEN IS: AN INVESTIGATION OF GOAL SETTING AND THE ROLE OF DEFAULTS	2013	"Loock, CM; <br>Staake, T; <br>Thiesse, F"	"<a href=""/scoping/document/47/201825"">201825</a>"	http://dx.doi.org/10.25300/MISQ/2013/37.4.15	1
Promoting behaviour change through personalized energy feedback in offices	2013	"Coleman, MJ; <br>Irvine, KN; <br>Lemon, M; <br>Shao, L"	"<a href=""/scoping/document/47/223004"">223004</a>"	http://dx.doi.org/10.1080/09613218.2013.808958	0
Effects of electricity tariffs on optimal battery energy storage sizing in residential PV/storage systems	2013	"Fakharzadegan, H.; <br>Gitizadeh, M.; <br>Fakharzadegan, H."	"<a href=""/scoping/document/47/248321"">248321</a>"	http://dx.doi.org/10.1109/ICEETS.2013.6533536	0
Real-Time Optimization Strategies for Building Systems	2013	Zavala, VM	"<a href=""/scoping/document/47/377928"">377928</a>"	http://dx.doi.org/10.1021/ie3008727	0
Energy Efficiency Investments in the Home: Swiss Homeowners and Expectations about Future Energy Prices	2013	"Alberini, A; <br>Banfi, S; <br>Ramseier, C"	"<a href=""/scoping/document/47/412426"">412426</a>"	http://dx.doi.org/10.5547/01956574.34.1.3	0
Returns to residential energy efficiency and conservation measures: A field experiment	2013	"Suter, JF; <br>Shammin, MR"	"<a href=""/scoping/document/47/420425"">420425</a>"	http://dx.doi.org/10.1016/j.enpol.2013.04.003	1
Potential for optimized production and use of rapeseed biodiesel. Based on a comprehensive real-time LCA case study in Denmark with multiple pathways	2013	"Herrmann, IT; <br>Jorgensen, A; <br>Bruun, S; <br>Hauschild, MZ"	"<a href=""/scoping/document/47/453352"">453352</a>"	http://dx.doi.org/10.1007/s11367-012-0486-8	0
Energy consumption feedback in perspective: integrating Australian data to meta-analyses on in-home displays	2013	"McKerracher, C; <br>Torriti, J"	"<a href=""/scoping/document/47/453487"">453487</a>"	http://dx.doi.org/10.1007/s12053-012-9169-3	0
Optimal scheduling method of controllable loads in smart house considering forecast error	2013	"Senjyu, T.; <br>Yoza, A.; <br>Howlader, A.M.; <br>Yoza, A.; <br>Howlader, A.M.; <br>Uchida, K.; <br>Uchida, K.; <br>Yona, A.; <br>Senjyu, T.; <br>Yona, A.; <br>Senjyu, T."	"<a href=""/scoping/document/47/535363"">535363</a>"	http://dx.doi.org/10.1109/PEDS.2013.6526993	0
